Contig	Assembly_with_MEGAHIT/fw0 Mean	Assembly_with_MEGAHIT/fw1 Mean
k141_2117	0	1.6348314
k141_12317	26.284313	164.5196
k141_5627	10.65	263.5875
k141_12318	53.27778	399.89505
k141_5628	0	3.7783506
k141_2118	0	2.8312612
k141_2119	107.42308	172.08974
k141_7614	3298.6997	2645.3591
k141_5630	46.130436	667.3683
k141_2120	0.4431818	139.11363
k141_2122	15.995689	25.831896
k141_5632	0	3.225352
k141_12320	7.8462996	22.010437
k141_12321	14.524272	163.38835
k141_2123	162.43048	1066.6648
k141_5637	24.346775	41.475807
k141_3133	34.583015	533.3148
k141_2126	19.568047	82.48521
k141_3137	1.13	114.27
k141_5638	23.289818	90.642296
k141_2127	136.02438	40.845528
k141_3138	14.811519	127.581154
k141_12327	626.4522	409.55884
k141_5639	0	23.329546
k141_3139	36.5283	187.96227
k141_12328	0	4.275
k141_3140	58.438503	107.24064
k141_3141	78.56644	1347.3916
k141_5640	0	3.3171914
k141_5641	0.31578946	374.1278
k141_2128	0	3.0787106
k141_3143	15.8593445	255.79576
k141_2129	25.574713	88.02299
k141_3144	0	2.8796992
k141_2131	0	3.2670808
k141_2132	71.31579	567.4934
k141_3146	17.797297	46.12838
k141_5644	6.2464185	16.118912
k141_7615	16813.871	26210.947
k141_2133	31.333334	231.20512
k141_7616	44.207546	501.0063
k141_2134	0	3.7860081
k141_5645	0	2.6377358
k141_2137	135.01869	1397.0841
k141_2139	0	4.743363
k141_7618	0	3.7564766
k141_2140	4.80916	100.89313
k141_7619	0.42281878	2.2818792
k141_7620	15.690037	372.2583
k141_7621	54.675945	675.90656
k141_7622	77.84733	374.54962
k141_5646	0	10.042246
k141_5647	0	2.8443396
k141_5648	25.296137	201.30472
k141_7627	0	12.1645565
k141_7629	49.977974	116.907486
k141_3147	147.76866	1472.0599
k141_3148	0	8.423913
k141_7630	15.17687	141.57823
k141_7631	5.0795455	53.352272
k141_7632	47.72519	195.08397
k141_7633	18.08	47.76
k141_3149	60.766808	153.55252
k141_5650	0	6.553618
k141_5651	88.795456	148.31818
k141_5652	0	3.9318182
k141_5653	0	3.0143678
k141_5654	0.56626505	1.0180722
k141_5655	1.137255	36.39216
k141_5656	40.810608	275.25
k141_7634	0.38156426	19.3162
k141_7635	0	4.6106195
k141_7637	140.94305	579.9822
k141_7638	0	3.6313043
k141_5660	0	56.764774
k141_7640	32.757008	44.813084
k141_5661	23.511906	114.29762
k141_7641	57.29861	445.49304
k141_5662	0	3.1410658
k141_7642	0	3.5925133
k141_7643	215.33784	2058.0945
k141_16208	5.5590434	11.122659
k141_16210	3.3372092	78.5814
k141_16212	1.0463576	12.807947
k141_16213	1827.6587	955.1429
k141_16214	0.9823204	75.78011
k141_16215	0.45038167	0.35877863
k141_3150	0	86.974846
k141_16216	133.18633	436.15555
k141_16217	4.4497356	96.55026
k141_16219	10.095238	45.31746
k141_16221	4	178.73438
k141_16222	71.20248	486.7438
k141_3152	0	3.127285
k141_16224	0	3.2751322
k141_3154	19.834862	189.06422
k141_3155	30.776596	32.595745
k141_16225	3.8331463	28.969696
k141_16227	35.260605	275.22424
k141_3156	61.9841	104.31964
k141_16228	37.518017	167.62163
k141_3157	0.08974359	8.717949
k141_3158	5.4042554	32.361702
k141_16230	20.87255	61.284313
k141_12332	4.872961	8.276545
k141_3159	11.175781	263.04688
k141_12334	2.9924812	74.99248
k141_12335	42.88679	69.90566
k141_3162	0	1.9153439
k141_3163	7.766234	43.636364
k141_12336	3.601266	118.544304
k141_12337	166.43019	951.883
k141_16231	0.7871287	98.17492
k141_12338	0	4.1923075
k141_12339	148.787	1019.98193
k141_12340	39.995514	478.25113
k141_12341	72.427086	90.416664
k141_3164	0	140.3036
k141_12342	139.01888	122.98113
k141_3165	2.6830602	57.688526
k141_12344	7.409524	313.51428
k141_3166	7.736842	88.96491
k141_3167	97.56204	405.52554
k141_3168	17.423168	63.51064
k141_12345	3641.3552	5598.938
k141_3169	6.4905663	14
k141_12346	26.855492	522.63007
k141_12347	39.788177	312.65024
k141_14592	0	22.238518
k141_3175	8.801169	41.371346
k141_12353	13.655738	98.2623
k141_14595	2.8807948	3.397351
k141_12354	0.6100629	28.069181
k141_16233	42.105072	167.16226
k141_3176	6.536313	99.3054
k141_12355	0	2.121212
k141_12356	0	4.602941
k141_3177	0	2.114563
k141_12357	2.2795699	27.198925
k141_14596	6.9215055	39.72903
k141_12359	13	33.617645
k141_14598	41.753624	39.155796
k141_3179	3.1910112	94.38202
k141_3180	0.9533333	12.073334
k141_12360	112.768906	551.61346
k141_14599	0.933162	101.64524
k141_12361	132.13513	1535.0608
k141_3183	47.633335	127.01667
k141_16235	0.059444446	7.3233333
k141_14600	1.5911602	2.7403314
k141_12362	24.178217	265.52475
k141_16236	26.704546	57.015152
k141_3184	0	20.956331
k141_3185	0.5176471	24.852942
k141_14602	24.247423	612.14435
k141_14603	16.86	41.4
k141_12363	5.8705034	60.254196
k141_3186	1576.2838	843.4452
k141_16240	43.262295	97.31967
k141_14604	128.95454	538.5227
k141_16241	23.156862	57.901962
k141_14605	29.62406	95.19549
k141_16243	15.707143	80.11429
k141_3189	24.06107	13.267176
k141_14606	63.165745	117.76243
k141_3190	21	582.7045
k141_16245	0	75.52672
k141_14608	107.685715	404.72653
k141_3192	7.4294477	34.760735
k141_16247	4.2030077	13.383459
k141_14609	18.970297	180.25743
k141_3193	44.3	124.79
k141_12364	2.6808095	2.921671
k141_14610	2.0588236	55.27731
k141_16248	0	61.501705
k141_12365	0	2.0380435
k141_14611	6.9888887	83.272224
k141_12366	20.010101	88.171715
k141_16249	0	4
k141_12367	11.82	235.81
k141_16250	3	14.716981
k141_14613	33.605503	411.9266
k141_16251	5.109589	30.616438
k141_12368	0	11.996611
k141_16253	19.319445	98.291664
k141_14614	125.830505	826.29663
k141_16254	19.428572	22.971428
k141_14615	83.28934	438.52286
k141_12372	69.268654	640.403
k141_16255	24.10606	100.38636
k141_14616	13.736111	209.76389
k141_12373	573.01044	210.58333
k141_16256	74.83721	382.61627
k141_5663	0.19888933	25.490215
k141_12374	55	100.031746
k141_14618	90.22034	904.71185
k141_5664	12.576087	84.858696
k141_16258	7.6030536	94.70229
k141_14619	7.709677	2.7419355
k141_12375	1644.4504	136.0099
k141_14620	11.864661	162.16542
k141_5665	17.81214	7.130058
k141_14621	12.008696	349.71304
k141_5666	84.72619	1041.1707
k141_14622	11.825397	225.34921
k141_12376	314.08334	1891.9236
k141_5667	0.15720524	16.689957
k141_3194	0	9.753508
k141_14623	3.055336	1.1146245
k141_12377	68.57252	486.03055
k141_5668	527.70215	373.1844
k141_12378	13.5	25.255102
k141_14624	3.7540984	5.344262
k141_14625	0.70149255	37
k141_3195	0	3.327922
k141_5669	5865.3374	9211.494
k141_5670	0	3.3263404
k141_14628	0	3.3405406
k141_14629	7.162791	251.44962
k141_12379	0	4.5577507
k141_5671	28.039309	278.66196
k141_14631	38.85294	219.5353
k141_12380	0.61935484	24.458065
k141_5672	17.689394	353.04544
k141_3196	7.013158	9.639474
k141_14632	2.856209	458.79086
k141_5674	1.9370079	0.36220473
k141_12381	1357.9767	1405.6356
k141_14633	0.9264706	70.58088
k141_3197	0	61.738346
k141_12382	0.9505766	105.72982
k141_5675	3559.673	5735.4937
k141_12384	17.955223	699.34326
k141_3202	16.570175	94.03509
k141_3203	7.7293234	85.01504
k141_12385	0	0
k141_12386	34.244274	36.870228
k141_3204	16.938202	622.23035
k141_5676	161.70183	0
k141_12387	1.675	181.45833
k141_14634	0.036153845	7.4238462
k141_5677	2010.576	255.48914
k141_14635	32.276924	160.41539
k141_12388	5.5229883	66.81609
k141_12390	10.8	67.38333
k141_14637	0	2.8166666
k141_12391	98.30303	345.07574
k141_5679	3596.0781	5475.79
k141_12392	63.78	54.22
k141_12393	0	2.6680498
k141_5681	2.6236558	40.903225
k141_12394	0	61.708736
k141_5682	1690.5743	2603.7078
k141_12397	1.6666666	55.526882
k141_14638	1.0733864	4.546419
k141_14639	75.743805	230.73553
k141_5684	0	24.272966
k141_5686	119.03743	193.70053
k141_12401	1.7374101	92.49641
k141_5688	19.772152	148.74684
k141_12402	8.30303	142.34091
k141_5689	13.039474	35.138157
k141_5690	21.136364	100.795456
k141_14640	3.9845874	2.8721669
k141_12403	6296.315	9862.234
k141_14641	2.161616	30.818182
k141_5693	6205.371	9764.828
k141_5694	598.3182	493.25757
k141_14644	85.32061	228.33588
k141_12404	31.843548	442.44678
k141_14646	19.958904	119.753426
k141_5695	128.00319	1050.0927
k141_14647	5.5983605	30.319672
k141_5696	0	4.211111
k141_5697	130.65152	296.40152
k141_5698	69.96316	217.40526
k141_5699	4	66.703705
k141_5701	0	1.64
k141_14648	0.8325123	6.5045743
k141_5702	0	0.9879518
k141_2143	0.03358674	22.11027
k141_14649	1.2948718	22.5
k141_2144	31.948051	200.73376
k141_14650	3.1045454	96.181816
k141_14653	30.558823	227.55882
k141_14656	126.58088	180.98529
k141_14657	4.273148	99.75
k141_14658	51.08046	11.8505745
k141_14659	10.081395	57.488373
k141_14660	0	34.014816
k141_14661	13.131945	303.8264
k141_2145	3800.401	6322.47
k141_14663	0	8.606383
k141_2146	2961.2588	4869.5176
k141_14664	0	2.848276
k141_2147	79.51786	26.803572
k141_7644	561.0739	0
k141_12405	4377.849	6978.0786
k141_2148	0	3.170507
k141_14666	138.3091	205.86545
k141_12407	1.8607595	39.759495
k141_2149	3.607143	24.833334
k141_14667	24.185715	99.42857
k141_12408	27.194805	55.987015
k141_7646	0	4.0259967
k141_14668	34.3	105.26667
k141_12409	0	2.2075472
k141_3205	1507.1901	1415.9807
k141_12410	3.208	11.88
k141_14669	1.6	311.6913
k141_7647	1.118541	25.471125
k141_14670	52.68	63.4
k141_12411	33.822224	320.5111
k141_7648	36.411217	347.1028
k141_12412	19.101694	6.8644066
k141_16259	3841.6821	6108.6206
k141_7650	0	2.6698413
k141_3206	0	29.2125
k141_3207	6.142857	391.31818
k141_7651	0	3
k141_3208	0.9122807	33.80702
k141_5705	0.33127645	25.789492
k141_7653	14.910448	62.365673
k141_7655	508.01343	303.05368
k141_3209	788.4738	1690.5096
k141_3210	0.74509805	14.622549
k141_3211	10.914893	345.2695
k141_14672	0.1867112	39.268
k141_5707	2388.6252	1673.5934
k141_14673	3.8062015	0.47545218
k141_14675	0	1.5857741
k141_16260	275.15805	99.10401
k141_14676	77.94118	567.1961
k141_5708	0	17.475779
k141_14677	1.2140077	2.533074
k141_16261	17.85024	0
k141_3212	1056.0854	1044.2107
k141_16262	1	61.288136
k141_14678	45.06993	463.76224
k141_5709	1.3405173	4.6034484
k141_3213	35	181.69565
k141_5710	21.428572	50.62963
k141_16263	44.487732	85.227
k141_3214	0	2.4121037
k141_14680	0.8253425	137.90753
k141_5711	26.46524	153.40642
k141_14681	0.3483146	28.202248
k141_16265	0	10.411765
k141_16266	40.83908	126.86207
k141_5716	0	9.515152
k141_16268	78.87719	37.77193
k141_5717	0	2.9050279
k141_16269	0	2.735294
k141_14682	0	3.893846
k141_16270	75.85965	111.1579
k141_5718	906.1533	89.94666
k141_16271	0.64788735	15.098592
k141_5719	51.76744	213.32558
k141_14683	18.424686	59.671547
k141_16273	139.19266	189.63762
k141_14684	0.6451613	24.846775
k141_3215	0.017838405	8.994754
k141_16274	0	3.3531747
k141_5722	191.24896	597.1452
k141_14685	9.58	228.65334
k141_5723	10.305555	49.955555
k141_14686	9.159664	10.445378
k141_14687	10.037594	102.98496
k141_5725	331.3095	581.627
k141_16280	8.545455	180.40909
k141_14688	30.810606	309.37878
k141_16281	3.8161764	54.139706
k141_14689	76.53788	121.681816
k141_16282	14.498024	95.63636
k141_16283	7.7293234	133.88722
k141_14690	1325.9379	990.9793
k141_3217	0	9.514564
k141_5726	299.15964	738.4187
k141_14691	67.183205	94.10687
k141_3218	0	2.7317073
k141_5728	0.42413792	4.889655
k141_14692	147.26266	73.75633
k141_5729	0	3.6710527
k141_3220	65.66897	241.20345
k141_5730	59.26923	75.75961
k141_14694	0	2.1614172
k141_3221	49.88356	70.671234
k141_5731	0	17.84091
k141_3222	0	1.9018987
k141_5732	71.59231	670.16156
k141_5735	48.094936	79.474686
k141_16285	23.522137	728.0479
k141_14695	1.1650045	4.688123
k141_5736	0.9315069	36.30822
k141_16287	0	96.57407
k141_5737	59.12088	63.87912
k141_5738	5.6330276	49.688072
k141_14697	2052.6453	589.8581
k141_3224	27.988165	846.14795
k141_16290	0.6372093	24.288372
k141_12414	4.2202334	7.9342775
k141_5740	37.83598	0
k141_3225	0	1.590164
k141_14698	0	41.791668
k141_16291	2.5287957	32.774868
k141_5741	15.443038	93.26582
k141_5742	0.23502304	0.65898615
k141_14700	16.363636	101.65151
k141_14701	0	14.491713
k141_5743	0	4.3508773
k141_16293	0	2.4863884
k141_5745	20.82258	43.725807
k141_16295	18.475904	495.36145
k141_5746	14.40458	198.8855
k141_14702	0	3.6206322
k141_16296	0.5816327	95.68367
k141_16297	0	17.98324
k141_5748	44.675556	307.3911
k141_7656	4.219557	7.805264
k141_14703	0	55.657406
k141_5749	1255.2051	134.70512
k141_16298	69.062996	1025.7166
k141_7657	4.826087	30.304348
k141_16299	39.09722	15.444445
k141_7658	117.424835	0
k141_14704	0	52.660194
k141_16300	9.919047	208.61905
k141_7659	20.030304	59.4303
k141_14706	2.826087	16.043478
k141_14707	106.61667	644.1
k141_7662	0	16.83721
k141_16301	0	3.864494
k141_14708	16.101322	17.449339
k141_5750	0	31.512568
k141_16302	43.61111	15.597222
k141_5751	158.69565	134.14131
k141_7663	91.90357	107.52857
k141_7664	0	3.32287
k141_16303	0	2.4779875
k141_5753	0.71590906	15.25
k141_16304	3	10.69863
k141_5754	6.672727	16.836363
k141_14709	3000.511	328.48602
k141_16305	1355.8917	127.475
k141_14710	0.38235295	10.5
k141_16306	0	1.6346154
k141_16307	2.7142856	23.968254
k141_7665	2.4155555	77.72222
k141_3227	1.1550224	63.469067
k141_16308	0	41.075756
k141_7666	35.67059	391
k141_3228	10.907692	81.64616
k141_14712	0	1.7454545
k141_16309	67.10884	156.39456
k141_3229	2.6933334	110.253334
k141_14713	0	6.5153847
k141_7668	62.63291	303.1055
k141_14714	1099.2367	172.29771
k141_3230	23.465437	188.7281
k141_7669	70.13043	392.0261
k141_5755	74.30913	710.08997
k141_7670	39.69061	395.1547
k141_14715	11.864706	687.15295
k141_3231	3610.8457	6109.586
k141_7671	0.9558824	68.04412
k141_12416	14.171909	61.600296
k141_14716	16.628788	93.36364
k141_16310	0	49.699524
k141_7672	21.215189	593.0253
k141_5756	0	29.615063
k141_3232	7.8764706	204.00589
k141_14717	1	39.185184
k141_12417	130.33606	1264.3853
k141_16312	107.12281	135.54385
k141_16313	1009.1583	201.05833
k141_7673	249.8642	178.50618
k141_14718	27.931818	153.65909
k141_3234	15.193277	12.655462
k141_5758	387.86606	429.5625
k141_12418	23	220.36667
k141_16314	0	1.4339622
k141_14719	19.435583	153.6135
k141_7674	0	3.5836432
k141_3236	217.57281	334.87378
k141_12420	32.28472	5.7777777
k141_7675	3.5245903	15.032787
k141_3237	19.3	43.033333
k141_7676	28.305084	179.79662
k141_12421	21.115044	141.02655
k141_3238	29.474453	206.927
k141_7678	0	111.142136
k141_12424	83.91892	282.71622
k141_3239	109.65228	354.83502
k141_14720	0.49215686	7.348039
k141_7680	51.953125	278.1328
k141_3240	17.94697	48.409092
k141_14721	22.957266	131.33333
k141_12427	1.2730769	9.469231
k141_7681	31.276073	474.76688
k141_14722	76.77444	277.14285
k141_12428	3.4027777	18.166666
k141_3241	7.505	29.685
k141_14723	0	2.794702
k141_7682	24.795698	493.7742
k141_3242	0.9896907	10.659794
k141_5760	637.88043	0
k141_12429	66.824425	56.328243
k141_14724	19.021505	250.52689
k141_7683	0	12.713115
k141_5761	0	6.0493827
k141_14725	20.605635	10.119719
k141_3244	12.815498	288.1107
k141_7684	22.614864	135.49324
k141_12430	0.10454545	2.834091
k141_5762	0.89855075	1.7898551
k141_7685	3.7032967	339.69232
k141_12431	43.65574	108.2459
k141_5763	16.714285	71.17857
k141_3247	4.984127	10.539682
k141_7687	2	50.125
k141_5764	0	5.481328
k141_7688	0	2.0789473
k141_3248	0	2.659091
k141_3250	0	23.285715
k141_12432	0	3.9062846
k141_3251	2918.2856	4377.1904
k141_12433	0.5531915	21.534279
k141_12434	1557.3337	1402.3774
k141_16315	0	46.239185
k141_12435	18.008163	174.72653
k141_3252	0	60.057266
k141_12436	5.177966	215.16101
k141_16317	7.5559106	269.1278
k141_12438	42.075188	145.5639
k141_16318	0	42.2
k141_12439	21.321428	213.55357
k141_12440	40.804596	64.36781
k141_3253	5.67463	87.68487
k141_12441	360.03818	55.099236
k141_3254	0	96.39893
k141_3255	11.588235	345.31372
k141_3256	1	0.65882355
k141_12442	1.9371166	24.248466
k141_3258	0.77018636	16.670807
k141_12443	12.210526	202.2782
k141_12444	30.865854	547.45123
k141_3260	59	269.91162
k141_12445	2117.4277	3213.6687
k141_12446	13	27.594202
k141_3262	4.2920356	83.557526
k141_3263	0	7.1197915
k141_12450	10.9765625	236.23438
k141_3265	17.298246	7.9298244
k141_12451	388.40524	220.54903
k141_14727	0	53.6157
k141_14728	58.76389	368.08334
k141_14731	0	17.928572
k141_3268	181.12386	0
k141_14732	0.8923077	11.369231
k141_3269	0	77.64388
k141_3270	1027.8673	1623.2345
k141_3272	0	2.8511906
k141_3273	148.14697	551.68585
k141_3275	22.280304	316.08334
k141_14734	7.6357694	214.76709
k141_3276	128.40121	361.68085
k141_14735	3.310606	30.90909
k141_14736	92.666664	411.99384
k141_3277	93.50331	89.099335
k141_14737	3	9
k141_3278	0	7.437071
k141_3280	31.270678	57.263157
k141_14738	0	13.188524
k141_14739	14.053435	88.854965
k141_3283	0.6321839	158.18391
k141_14740	34.958332	96.458336
k141_3286	0	4.0391064
k141_14741	152.42342	500.7928
k141_3287	6.553398	19.359222
k141_14742	3.3391304	26.165216
k141_3288	29.124498	14.95984
k141_3289	4.040404	328.49496
k141_14743	0	24.838905
k141_3290	0.7134503	0
k141_3291	32.714287	208.33928
k141_14744	46.17262	232.45238
k141_3292	7.4923077	87.98462
k141_14745	3.3846154	19.625
k141_3293	4.493421	65.22369
k141_14746	11.639098	86.32331
k141_14747	16.682926	66.31707
k141_14748	18.374046	46.687023
k141_12452	2.0140176	26.13889
k141_14749	361.4127	310.11508
k141_12455	220.78049	233.7439
k141_14751	181.5468	2327.133
k141_12456	0	9.978125
k141_14753	0	14.035714
k141_12457	25.931818	529.63635
k141_12458	38.792683	299
k141_12459	0	3.485207
k141_12460	239.96153	150.92308
k141_14755	0	15.765727
k141_14757	227.58928	94.14286
k141_12461	40.11821	286.91693
k141_12462	34.409836	168.21312
k141_12463	0	53.640625
k141_14760	2	168.95181
k141_14761	0	2.6538463
k141_14762	0	46.32353
k141_12465	0	3.6860902
k141_14764	31.014185	160.7305
k141_14765	2.927928	3.0090091
k141_14766	12.284091	27.71591
k141_14768	88.344826	172.08621
k141_14770	0	16.300753
k141_14771	4.915179	10.529017
k141_14772	0	3
k141_14773	138.7542	1180.3911
k141_14774	920.4527	1425.1082
k141_14776	35.41892	44.60811
k141_14777	3.0428572	25.285715
k141_14778	3.8142858	127.72857
k141_14780	7.8959866	14.404749
k141_14781	0	2.997573
k141_12466	2796.9963	2220.8494
k141_12467	1	1.92
k141_14782	56.787563	363.59586
k141_12468	0	3.201278
k141_14783	93.30198	415.15842
k141_14784	25.448277	232.2069
k141_12469	15.417722	104
k141_12470	4.022222	38.233334
k141_12471	0.19457014	1.0180995
k141_14790	0.7625	99.625
k141_12472	0	4.8110237
k141_14793	1	23.948051
k141_14796	0.79518074	7.048193
k141_14802	114.318184	406.89395
k141_14804	0	1.7875648
k141_14805	10.727273	72.59091
k141_14806	32.91346	250.41827
k141_12473	2.09876	140.91719
k141_14807	0	4.44469
k141_14809	0	2.902829
k141_14810	34.32308	889.1385
k141_12474	0	5.545524
k141_14812	38.436974	45.327732
k141_12475	14.272959	21.915817
k141_14813	2.3929825	27.99649
k141_12476	1.8366337	35.89109
k141_14815	161.64516	0
k141_12479	22.458904	23.835617
k141_14816	0.9415584	21.123377
k141_14817	425.01614	0
k141_12481	104.85833	576.23334
k141_14818	0	4.4869566
k141_14819	6.480916	78.503815
k141_12484	0	1.9257143
k141_12486	63.637257	362.49347
k141_12487	0.72527474	51.179485
k141_14820	0	8.0499325
k141_12488	2.627451	59.019608
k141_14821	38.096153	203.48718
k141_14822	1.898305	67.81356
k141_12491	19.451456	4.1116505
k141_14824	0	1.8333334
k141_12492	1.1257143	14.794286
k141_12494	38.630253	226.88235
k141_14825	34.626625	770.99677
k141_14826	0.097165994	4.3441296
k141_14827	0	3.0705884
k141_12500	38.52727	259.8
k141_14828	0	4.1652894
k141_12503	9.720589	89.14706
k141_5765	3836.5056	5931.695
k141_14831	0.45454547	28.045454
k141_12506	1277.9618	421.56488
k141_5766	4980.083	7434.556
k141_12508	0.64935064	45.06753
k141_14832	0	3.2045455
k141_12509	89.62573	130.3158
k141_14833	15.542483	87.267975
k141_12511	94.159294	519.67255
k141_14835	0	4.309091
k141_14836	21.296137	164.11159
k141_12513	29.140778	18.417477
k141_12514	2	251.62263
k141_12516	20.98077	302.5
k141_14838	0	2.984177
k141_12517	17.450705	63.64789
k141_12518	10.650177	341.22968
k141_12520	112.165855	430.8
k141_14840	0	4.0899596
k141_5767	90.03463	137.60457
k141_12521	3998.9116	3531.3994
k141_14841	73.917015	600.83405
k141_16320	0	62.394695
k141_5770	60.716534	46
k141_14842	9.256318	15.126354
k141_16321	0.5203252	18.04878
k141_14843	1.8965517	7.5
k141_16322	19.347826	57.898552
k141_5773	800.15283	587.69434
k141_12525	118.02564	0
k141_14844	101.82258	232.56451
k141_5774	0.969697	6.318182
k141_14845	26.383333	53.866665
k141_16325	58.924324	237.98378
k141_14846	12.03252	325.64227
k141_5775	1.1775701	28.532711
k141_16327	11.791411	173.39264
k141_12529	226.33876	1187.0135
k141_5776	12.846154	259.26923
k141_14848	0	40.398342
k141_14849	0	4.4558825
k141_5777	0.3923611	19.79514
k141_16328	0	2.8639054
k141_12531	10.585366	328.50488
k141_5778	0.26217228	6.445693
k141_16329	1.9883721	42.372093
k141_14853	4.9444447	207.125
k141_5779	13.830189	121.754715
k141_16330	19.612612	84.84685
k141_12533	0	96.828125
k141_12534	2.1568627	383.67648
k141_16332	264.96875	88.328125
k141_5780	51.050846	115.19915
k141_12536	5.796875	234.82813
k141_16333	57.83654	553.5961
k141_14854	0	19.84174
k141_16334	27.84091	172.7803
k141_12538	55.326447	100.95868
k141_5781	17.471458	205.6723
k141_16335	46.67033	379.84067
k141_12539	107.43636	681.11816
k141_14857	12.708333	290.85
k141_5783	0.92424244	40.113636
k141_12540	10.871212	33.590908
k141_14859	598.78625	62.290077
k141_16337	110.04124	200.02061
k141_5785	0.21118012	1.1304348
k141_12541	0	3.8825
k141_14860	11.927928	15.558558
k141_16338	82.710846	1081.5181
k141_14861	0	2.5185184
k141_12542	1881.6504	355.1626
k141_5788	31.27711	182.14458
k141_5789	97.09804	162.79903
k141_12545	146.02942	237.2745
k141_5790	37.61932	70.47727
k141_5791	0.7126437	1.408046
k141_12550	6.837209	158.27132
k141_5792	19.428572	313.92166
k141_12551	46.486607	46.732143
k141_5794	15.586667	148.45334
k141_12554	227.66216	0
k141_5795	0	3.7631578
k141_12556	25.344828	322.71265
k141_14862	1.9338028	13.908451
k141_5799	36.034683	147.47398
k141_14863	14.204918	110.85246
k141_12558	37.22113	185.60687
k141_5802	4.9101796	9.047904
k141_5803	31.824	205.784
k141_5804	4.505	2.5
k141_5805	0	4.730159
k141_12559	179.42207	753.32465
k141_5806	0	88.60919
k141_12560	84.59763	21.017752
k141_5807	47.253426	269.73288
k141_12562	5.972477	75.81651
k141_12563	30.068703	41.450382
k141_12564	61.284885	336.40115
k141_12565	978.8693	276.63818
k141_5808	61.270947	612.47217
k141_5810	75.13333	111.62666
k141_16339	0	9.505013
k141_5811	14.707692	109.707695
k141_5812	14.782609	313.4087
k141_12567	1.2963259	66.39856
k141_16340	0	5.3242507
k141_5813	109.72535	824.23944
k141_12569	30.439154	507.66138
k141_5814	0	12.267326
k141_12570	0	51.067356
k141_5816	1441	2357.8164
k141_16342	145.94444	0
k141_5818	1193.8168	1944.084
k141_5819	162.1628	30.007751
k141_5820	9.236363	138.90909
k141_5825	4.865772	1.6241611
k141_14864	204.44034	0
k141_5828	46.56954	289.36423
k141_14866	0	1.9444444
k141_5830	5.680851	159.45744
k141_14867	34.25893	343.99106
k141_14869	79.28244	139.76335
k141_5832	90.784485	417.7931
k141_12574	544.27783	0
k141_14870	0	2.628866
k141_5833	0	2.1452515
k141_14871	0.77380955	19.702381
k141_14872	0	2
k141_12575	24.894865	333.00488
k141_5835	207.78378	217.56216
k141_5836	128.72058	1035.4706
k141_12577	3.3493977	36.10241
k141_14873	0.916318	12.780334
k141_5838	45.97778	324.6889
k141_12578	176.832	1104.992
k141_12579	18.79562	221.63504
k141_5839	0	6.188034
k141_3294	3729.922	5871.89
k141_5840	22.85606	243.15909
k141_5844	95.99457	800.45654
k141_16343	0.24375227	19.769468
k141_12582	181.7569	0
k141_16344	1246.5826	155.16536
k141_12583	5.441624	31.035534
k141_12584	0	3.8392856
k141_16347	18.736841	99.36842
k141_16348	21.885185	310.46667
k141_5845	0	53.35379
k141_12585	1.1898735	58.56781
k141_5846	104.39655	233.38275
k141_12588	0.45185184	115.94444
k141_5847	2.9685864	92.39267
k141_12590	184.1	319.8846
k141_5849	0	2.0091324
k141_12591	92.052635	183.84616
k141_16349	0.6809557	3.7266338
k141_12592	0	52.38679
k141_5850	0	2.3987474
k141_5851	14.653846	153.41026
k141_16351	0	2.425
k141_12595	15.649485	304.5464
k141_16352	15.624204	203.52866
k141_16353	0.41221374	16.12977
k141_5852	139.0542	244.31294
k141_16356	114.39344	153.7541
k141_5854	7.102941	56.955883
k141_12598	0	2.9157705
k141_16358	23.030304	175.94698
k141_12599	0	2.5119047
k141_12601	1.1777778	26.377777
k141_16363	32	99.82
k141_5855	14.687679	30.17765
k141_12604	0	3.542
k141_12605	23.97183	270.02817
k141_5857	44.86607	82.75
k141_12606	0.6533333	18.306667
k141_5858	0	1.3453609
k141_12607	16.039215	222.59804
k141_12608	317.60324	136.42691
k141_16365	8.33077	191.25128
k141_12609	51.419193	44.20202
k141_16366	0	49.072464
k141_12610	0.80128205	33.96795
k141_5859	41.401352	1013.34045
k141_5860	0	5.191257
k141_5861	6.2297735	53.26861
k141_5862	413.97726	91.954544
k141_5864	0	3.4691782
k141_5865	34.81457	411.27814
k141_5866	0.72727275	61.807487
k141_12611	0.52030736	7.8644347
k141_5868	11.122302	374.7554
k141_12612	1.3955555	326.93777
k141_3295	0	64.32543
k141_3296	10.278688	4.7704916
k141_12613	0	3.377698
k141_5869	3.753372	1.4277457
k141_12615	28.871212	174.97728
k141_5870	1.5879828	136.00859
k141_12616	94.9605	398.0499
k141_16367	0.46900585	26.013645
k141_12617	1075.1888	268.62238
k141_5871	30.057339	125.07569
k141_16368	0	16.535484
k141_5872	0	1.5731708
k141_16369	0	11.797468
k141_12618	64.47849	526.1667
k141_16370	94.447365	294.5066
k141_12619	0.33793104	4.3448277
k141_16371	1	54.565216
k141_3297	122.84602	397.21924
k141_16372	28.821428	193.98215
k141_3298	30.413534	297.14285
k141_16373	0	1.5866667
k141_16374	2.2142856	49.9
k141_16378	115.58678	975.2479
k141_16379	0	4.1710525
k141_3301	0	67
k141_3302	3.6312056	94.69504
k141_16381	9.129834	127.323204
k141_16382	2.1341465	59.963413
k141_16383	85.11934	820.54114
k141_12620	0.08859866	5.837628
k141_16385	1.810606	168.19698
