Contig	Assembly_with_MEGAHIT/fw0 Mean	Assembly_with_MEGAHIT/fw1 Mean
k141_2595	5.821839	13.41954
k141_19845	0	3.8161764
k141_451	0	2.529661
k141_2596	7.871951	45.060974
k141_452	60.04301	157.15054
k141_453	54.39207	256.7357
k141_2598	0	4.816619
k141_454	30.94225	326.12463
k141_455	16.984535	234.6701
k141_2601	3.1052632	469.57144
k141_19846	20.761301	408.80334
k141_2603	138.03125	241.57639
k141_19847	0	2.6377552
k141_13329	665.0883	0
k141_8965	2.2769232	109.90521
k141_19848	41.87931	169.22414
k141_2604	0	2.1684783
k141_19849	93.090324	160.66452
k141_8966	31.025496	233.54391
k141_2605	0	3.5995526
k141_8967	0	79.57304
k141_19851	161.11934	309.8642
k141_2606	2761.5938	4590.5625
k141_13330	0.050458714	12.247706
k141_19853	0	45.748203
k141_456	59.751743	809.1743
k141_2609	1.0428572	82.92857
k141_2610	7.7534246	288.34247
k141_2611	2.5939085	156.54315
k141_457	4122.394	6732.9336
k141_458	83.00643	460.19293
k141_17758	3889.691	6089.6045
k141_4667	22.367401	173.26224
k141_17759	1.2017543	64.24561
k141_17760	1	20.169811
k141_4668	4317.125	7127.1665
k141_460	54.875	552.0189
k141_461	84.55147	288.41913
k141_17761	16.686111	11.95
k141_17762	0.54347825	2.3913043
k141_8968	106.21336	1099.7623
k141_462	2279.9612	1766.0616
k141_17763	236.39171	66.29032
k141_463	13.865385	87.82692
k141_19854	3419.9272	2822.867
k141_464	17.015749	31.125984
k141_8969	175.39278	985.6603
k141_17764	0	2.872818
k141_17765	7.913793	1.3275862
k141_19855	0	4.488121
k141_468	1.6153846	129.91026
k141_19856	75.57229	609.5
k141_8972	46.95286	456.3468
k141_469	40.39806	145.44661
k141_470	96.36287	1015.56116
k141_19858	59.49604	618.7441
k141_19859	105.85714	81.8797
k141_4669	163.40591	1634.0941
k141_471	0	3
k141_2612	0.03456105	55.037083
k141_19860	15.163462	47.28846
k141_2613	70.05051	333.18686
k141_17766	0	7.0383863
k141_472	0	5.886414
k141_2614	0	19.132948
k141_473	548.8333	143.16092
k141_19863	740.12195	227.73415
k141_474	0.2857143	0.50857145
k141_19864	5.1666665	24.65
k141_8973	4.4767504	1.0748262
k141_8974	63.264153	504.66037
k141_19865	694.875	91.35119
k141_8975	37.232876	18.246574
k141_19866	0	2.3609755
k141_19867	8.155844	5.8831167
k141_475	10.370093	235.5841
k141_476	3514.761	5679.3994
k141_477	20.590477	107.180954
k141_478	0	2.6624203
k141_2615	11.27133	146.2794
k141_2617	27.223404	433.5532
k141_479	3812.4365	5924.9424
k141_8976	3.19032	47.726006
k141_8978	1253.1752	595.45984
k141_2620	9108.856	14694.657
k141_480	96.47369	670.4311
k141_481	3.8484848	31.75
k141_2621	2.548387	1.6908603
k141_483	3.508642	294.12592
k141_2622	0.98058254	27.490292
k141_2624	0	3.028302
k141_484	31.71867	204.1151
k141_19868	3975.7554	6290.601
k141_485	0	2.2153285
k141_19869	23.398407	14.059761
k141_486	23.658333	390.52917
k141_487	28.508022	28.229946
k141_488	28.166666	101.566666
k141_2625	0.7292634	20.145985
k141_19870	3.086331	15.120247
k141_489	91.45198	1221.8927
k141_2627	2.4891305	46.608696
k141_19872	1.879397	2.718593
k141_490	7.108333	73.5
k141_493	0	2.8125
k141_19874	12.724056	28.625
k141_495	29.783504	186.70103
k141_17767	4.9830685	88.19982
k141_4671	194.65286	0
k141_19875	280.6103	178.39706
k141_17768	10.823529	105.98039
k141_19876	19.157576	7.139394
k141_17769	3.64	66.64
k141_498	80.862595	361.22137
k141_4673	468.35114	167.62596
k141_17770	288.86206	57.735634
k141_19877	41.515152	264.21213
k141_4676	79.861115	181.10648
k141_19878	1.7862595	53.628498
k141_499	3230.204	428.4552
k141_4680	20.174603	204.2381
k141_502	121.74931	1067.4077
k141_17771	6.834133	50.120632
k141_4682	1.7291666	2.7259614
k141_17773	49.08	228.44
k141_17774	45	376.98425
k141_4684	131.90138	88.15596
k141_17776	54.136364	42.487015
k141_17777	4.5419354	32.903225
k141_8980	0	10.5095005
k141_17778	0.89759034	0.40963855
k141_19880	3479.746	1051.4297
k141_17779	37.810608	243.16667
k141_19882	0	7.510949
k141_4685	0	89.69432
k141_19883	36.78626	926.87787
k141_19884	44.023476	68.39906
k141_19885	130.58603	167.28494
k141_17781	410.6133	1096.6494
k141_17785	2.0810812	59.887386
k141_17787	24.772728	68.89256
k141_503	3015.8494	2967.5117
k141_8982	3002.3933	2049.6216
k141_504	0.32512954	4.028497
k141_8984	69.8997	138.52583
k141_506	117.35038	1132.8997
k141_17788	6.8423114	8.551309
k141_17789	37.81132	230.49057
k141_8985	313.62393	1147.5632
k141_17790	0.5977654	17.826817
k141_8986	53.819187	351.63837
k141_17791	3.6607144	441.17856
k141_17792	1.519084	58.282444
k141_17793	25.80134	172.68973
k141_17794	0.79617834	12.7707
k141_17795	96.77273	344.19092
k141_4686	4.498598	6.61579
k141_4687	12.24767	110.211716
k141_6554	4.3197365	7.629895
k141_6555	22.38747	858.1485
k141_6556	6.6153846	254.47253
k141_6559	11.782609	18.68116
k141_6560	0.63125	0.53125
k141_19887	171.7128	0.045384824
k141_6562	1.0684931	52.85274
k141_19888	11.962121	18.507576
k141_6563	13.529197	93.076645
k141_11197	0	21.30911
k141_11198	17.360903	205.22557
k141_6564	0	3.7857144
k141_11202	6.541353	41.210526
k141_6565	1.5309734	65.37611
k141_11203	3.1311476	138.63934
k141_6566	2.6396396	111.11712
k141_11204	18.878788	96.318184
k141_6568	31.213593	237.07281
k141_11205	48.34351	829.7786
k141_17796	954.22864	1742.1183
k141_6569	1222.4773	194.48863
k141_6570	96.50538	151.7061
k141_17798	45.550762	964.0127
k141_6571	1102.6335	212.7939
k141_17799	499.78903	965.5096
k141_6572	0	3.0265656
k141_17800	657.236	161.3292
k141_17801	3.4666667	71.55
k141_17802	49.33136	76.15385
k141_6573	92.530396	117.45283
k141_6574	16.481482	37.25926
k141_17803	511.20313	89.80469
k141_6575	15.590909	673.392
k141_17804	210.73224	89.29781
k141_17805	2.2345679	52.98148
k141_6576	67.27292	177.65245
k141_17806	0	18.084337
k141_17807	0	2.6959708
k141_8988	5.4470067	10.569934
k141_6577	0	3.4863389
k141_6578	105.86	20.16
k141_6579	58.95652	266.31522
k141_19889	69.682846	1006.84235
k141_4688	963.62915	291.5777
k141_8989	37.27966	863.8644
k141_17808	734.6593	685.9469
k141_4689	18.6	130.09091
k141_17809	0.6282051	21.717949
k141_8990	2.034091	21.426136
k141_4690	0	2.8614457
k141_4691	2192.4734	3467.1375
k141_8991	2612.7253	4116.247
k141_17811	155.51704	290.42044
k141_8992	95.57895	711.4167
k141_8993	45.090046	204.33649
k141_19890	0	55.85128
k141_6581	1.733165	173.84259
k141_4692	3086.7332	4832.782
k141_8994	1267.7252	2093.794
k141_17812	343.78262	505.2663
k141_6582	0	3.8554218
k141_4693	51.415386	126.07692
k141_13334	3543.8394	3699.565
k141_8995	15.712264	236.17924
k141_17815	42.76842	387.41052
k141_4694	2468.186	670.51984
k141_6584	27.566774	254.30782
k141_17816	27.540741	113.71111
k141_6585	260.6282	28.02564
k141_6586	17.438597	22.90351
k141_11206	0.07426128	8.612623
k141_4695	3821.0344	5927.923
k141_11207	44.409092	223.68182
k141_15365	1.1699061	25.347553
k141_4696	18.193464	376.41177
k141_15366	0	5.783455
k141_4697	5.509091	13.442424
k141_15367	5.2290077	42.53435
k141_15368	0	3.1034484
k141_4698	0	2.5571775
k141_4699	3.6346154	26.884615
k141_13335	11.756098	550.40405
k141_4700	1.4444444	21.91358
k141_13336	10.666667	23.15873
k141_19892	1.2501749	54.3481
k141_4702	7.5266666	473.22
k141_13337	6057.7817	8881.929
k141_15369	0.7349693	42.78405
k141_4704	0	2.7635467
k141_13338	3588.6406	5529.4478
k141_15370	58.94737	96.01504
k141_13339	101.28571	377.9524
k141_15371	108.77273	259.64395
k141_13340	120.71429	215.66917
k141_19894	110.79256	908.742
k141_19896	5.767123	136.35617
k141_8996	3060.3455	1878.3665
k141_13342	0	4.2032905
k141_8997	297.20868	2229.719
k141_19897	3.8092532	6.6371756
k141_8998	24.160805	79.84924
k141_6587	3332.8804	2123.6138
k141_6588	1	15.913794
k141_13343	858.1192	1441.5509
k141_17817	7.475333	42.05094
k141_8999	208.12758	458.49655
k141_6589	0	3.1572053
k141_17819	0	16.482353
k141_13346	49.810528	157.92632
k141_4708	0.016766466	5.633134
k141_6591	5.4859815	10.140187
k141_9000	383.0817	1154.2628
k141_13348	9.083333	243.23958
k141_9001	9.105263	145.67105
k141_6592	137.37234	196.2766
k141_4712	17.92647	246.38235
k141_507	3802.6511	5938.6777
k141_9002	6.151079	157.8705
k141_13350	4.1056604	35.377357
k141_15373	65.644806	261.73828
k141_13351	0	28.008772
k141_15374	43.64394	499.99243
k141_6593	83.88649	691.8847
k141_15375	1.2926829	145.80487
k141_17820	3.662153	100.90521
k141_9003	2376.9526	1150.684
k141_13352	478.9828	2759.243
k141_9004	147.17157	142.17157
k141_15376	1259.447	847.8499
k141_9005	4.374046	52.587788
k141_15377	79.8	616.24286
k141_17821	0.30476192	23.080952
k141_19899	94.85066	538.4119
k141_9010	0	18.557692
k141_4713	513.42163	0
k141_9011	181.73395	275.56882
k141_19900	243.27155	263.06897
k141_15378	145.89006	1543.1145
k141_9012	4.5	77.893936
k141_4714	76.43089	408.4309
k141_9013	6.962264	124.23585
k141_15379	6.543933	103.15481
k141_15380	1.6363636	31.806818
k141_509	7.7782373	448.26147
k141_6594	42.94365	539.81445
k141_510	0	0
k141_19904	154.6329	1263.4873
k141_4716	1.3839397	38.933502
k141_19905	77.7594	67.172935
k141_9014	7.8129845	328.16183
k141_6596	5308.093	7472.4883
k141_19906	21.931818	222.10606
k141_9015	1889.597	2982.8955
k141_511	0	7.4859157
k141_4718	66.08462	783.92694
k141_6597	3168.367	4953.0283
k141_19907	16.221375	21.137405
k141_9016	32.27097	38.748386
k141_19908	83.121796	228.3782
k141_9017	1.745098	295.13727
k141_9018	0	2.8933334
k141_4720	6721.315	9851.164
k141_19912	0.7808765	28.749004
k141_9019	92.32776	423.3244
k141_4721	14.87218	156.13535
k141_4722	0	19.683332
k141_17823	46.01171	362.54166
k141_512	4.229375	15.024375
k141_513	25.117647	32.797386
k141_6598	3116.6824	1519.8096
k141_19914	27.416767	913.4459
k141_17825	15.184932	98.03425
k141_6599	0	3.9801323
k141_514	0	9.715447
k141_19915	0	37.090908
k141_17826	69.74117	526.4706
k141_19916	8.821918	36.9863
k141_9020	3.539749	37.872803
k141_6601	13.217949	353.08334
k141_17829	5.866667	45.36
k141_6603	47.33987	92.346405
k141_9021	1.1400394	275.28204
k141_17830	3.5656567	12.631313
k141_15381	0.545234	7.121271
k141_9022	42.75598	477.38757
k141_9023	0	7.7297297
k141_15383	29.897728	92.65909
k141_6604	156.10417	320.96616
k141_9026	9.551724	25.224138
k141_6605	0	1.9274193
k141_15385	36.272	217.36
k141_6606	0	3.659375
k141_9028	4.0871797	50.287178
k141_6608	27.839695	495
k141_6610	0	3.087912
k141_515	0.508581	299.2905
k141_15386	0	3.6958525
k141_15387	0	5.774194
k141_518	8.08982	235.92215
k141_9029	744.1804	0
k141_15388	0	30.067163
k141_6611	195.3147	1793.8367
k141_17831	18.817278	404.13266
k141_15390	106.83505	96.14433
k141_9030	77.891685	1380.5793
k141_15391	0	4.3679247
k141_9031	16.924137	192.77242
k141_15392	0	5.8217053
k141_6615	117.765274	157.2701
k141_15394	0	0.40666667
k141_17832	0	3.9060977
k141_523	152.25317	1561.5709
k141_9033	51.158047	129.38792
k141_15395	1	0.2769231
k141_6617	7.6349206	38.77778
k141_6618	45.644737	288.23685
k141_9034	13.37766	117.59309
k141_6619	0.371134	19.68385
k141_15396	0	9.61157
k141_6620	0	5.611111
k141_15399	18.833334	168.24359
k141_6621	0	2.639785
k141_9035	0	4.652586
k141_15400	0	13.735849
k141_15401	4.589286	101.67857
k141_15402	88.57028	489.01205
k141_9036	1.7691257	2.7978141
k141_9037	0	2.8116884
k141_9038	53.396946	59.007633
k141_9039	14.05303	63.113636
k141_9042	22.966291	25.550562
k141_17833	2.129267	52.378567
k141_9043	88.57252	64.69466
k141_9044	0.33714285	6.88
k141_17835	5.4660196	328.19418
k141_17836	67.31579	119.81203
k141_17837	57.272728	800.76227
k141_9046	102.02439	173.47318
k141_9048	29.90411	203.57535
k141_9049	25.935484	23.016129
k141_4723	2615.925	2380.9063
k141_9051	2.8646617	106.3985
k141_4724	6.512195	283.2439
k141_9052	45.14504	76.69466
k141_9053	22.326086	56.804348
k141_4725	5.429487	36.339745
k141_9054	46.289917	482.66806
k141_4726	0.23188406	0.915942
k141_17839	0	13.108093
k141_4727	3.7236843	112.02631
k141_17840	41.74046	60.045803
k141_17842	3.8557692	16.721153
k141_9055	26.361868	607.4708
k141_9059	191.59813	2113.888
k141_9060	28.902256	469.391
k141_9061	30.598484	196.13637
k141_9062	23.543478	256.41034
k141_9064	12.662337	147.35715
k141_9065	0	73.78571
k141_9067	4.2521186	19.125
k141_9068	0	4.305263
k141_9069	15.394737	16.745613
k141_9070	0.39423078	41.294872
k141_9071	76.58064	90.072044
k141_9072	17.538012	26.608187
k141_4728	4.941969	32.185318
k141_4729	131.87097	466.9484
k141_9074	5.6905107	4.0846715
k141_19921	2977.9663	1302.2233
k141_11210	19.625782	182.31677
k141_4730	11.983906	732.9775
k141_17843	203.73386	1077.9519
k141_19923	68.22222	267.4222
k141_4731	0	3.0271494
k141_17844	39.136246	17.598972
k141_19924	3.7226107	0.6829837
k141_19925	56.545456	167.76515
k141_19926	0	15.692307
k141_17845	9376.922	15078.04
k141_19927	118.82674	109.94802
k141_17846	43.48744	39.15578
k141_19928	0	8.9375
k141_4734	0.36184856	8.040315
k141_17847	124.267044	992.9716
k141_4735	26.784313	158.39215
k141_17848	3.16875	41.29375
k141_4736	3.57	104.94
k141_4737	16.583334	137.0303
k141_17849	126.09633	271.65598
k141_9075	60.86012	515.19104
k141_4738	0	1.7123288
k141_19930	2538.6956	2184.3875
k141_9076	29.492592	74.09259
k141_19931	13.816667	294.06668
k141_4739	8.332688	9.439072
k141_9077	148.74286	1796.3915
k141_17851	67.40974	639.25653
k141_19933	79.39401	1033.8529
k141_4742	2.4045584	50.074074
k141_2634	0	54.451794
k141_17852	87.71154	1012.78204
k141_19934	6.9760637	94.74468
k141_2635	447.14166	59.125
k141_19935	0	47.924244
k141_2636	0	0.70481926
k141_17853	48.523438	128.7552
k141_9078	0	5.046729
k141_2638	1019.4677	1857.1613
k141_19936	1.0789981	9.165703
k141_2639	13.830189	294.74213
k141_19937	0	44.79845
k141_2640	2402.9063	3757.7769
k141_2641	0.8918919	43.2027
k141_9079	17.6584	232.284
k141_11211	549.26227	522.0222
k141_19939	3.4813235	0.97438633
k141_11212	9.786667	139.68
k141_11214	208.04477	87.537315
k141_2642	5.7359157	429.53696
k141_9080	6161.199	9381.407
k141_2643	5.8773584	21.04717
k141_9081	593.5753	977.49316
k141_11215	7.168	325.712
k141_9082	0	1.1092896
k141_11216	11.895918	20.142857
k141_11217	0	0
k141_9083	182.84564	157.44072
k141_9084	1.6437908	4.8006535
k141_9085	0	2.4705882
k141_11218	39.813713	393.43906
k141_11221	3.9333334	78.64103
k141_11222	1.1953125	22.773438
k141_11225	44.67039	104.43017
k141_11226	26.98077	66.23077
k141_9087	160.0873	0
k141_11227	27.782608	340.30435
k141_9088	5.72	16.406666
k141_9089	0	4.556522
k141_9090	82.81159	63.695652
k141_9091	8.886792	99.41509
k141_9093	388.10666	268.33334
k141_19940	4.200961	7.522863
k141_9094	259.11847	100.08057
k141_19941	25.857143	42.30827
k141_9095	0.5	8.09375
k141_19942	57.084747	36.81356
k141_4743	0	21.971876
k141_9096	0	4.4164386
k141_19943	21.153847	247.49393
k141_11234	31.532663	858.65826
k141_9097	0	2.6166666
k141_19944	6.5652175	189.07454
k141_9099	0	2.9498327
k141_11236	368.16702	671.09814
k141_9100	0.8487395	11.361344
k141_11237	4.208556	13.074866
k141_19946	88.28146	605.45996
k141_4744	0	9.548388
k141_9101	50.10753	100.268814
k141_19947	16.921429	25.007143
k141_4745	2.7555556	23.98889
k141_9104	240.76744	58.395348
k141_19948	104.92357	0
k141_19949	62.433735	101.54217
k141_9106	0.285	67.62
k141_19950	0	3.7608695
k141_19952	76.416664	372.4236
k141_19953	2.5072465	32.130436
k141_19954	13.231884	162.0145
k141_4746	70.680855	347.34042
k141_19955	0	6.41623
k141_9107	44.61314	849.2222
k141_9108	0	4.4545455
k141_9109	2.7349398	47.096386
k141_4747	75.37248	420.92288
k141_19957	366.1741	1319.131
k141_4748	21.879122	286.8901
k141_4751	72.57317	126.902435
k141_19959	0	10.953975
k141_19962	0	6.9462366
k141_19963	75.71212	51.232323
k141_4753	3967.7058	6076.276
k141_19964	0	3.5588236
k141_4754	2.4736843	181.12782
k141_4757	3023.5654	4934.369
k141_19966	0.20967741	27.116936
k141_9110	751.5355	0
k141_2644	718.8893	0.017871128
k141_19968	20	59.333332
k141_2645	34.635136	71.9054
k141_9111	24.127274	196.93819
k141_2646	10.046729	61.018692
k141_4760	2030.972	960.9497
k141_19970	0.9336493	10.582938
k141_2647	1	369.66037
k141_4762	41.894474	5.326633
k141_19973	67.01818	222.4
k141_2648	29.164063	87.08594
k141_4763	115.176926	527.94617
k141_19974	0	1.9274193
k141_4764	4.3020835	0
k141_19976	208.22649	1737.0105
k141_4765	126.36244	300.32455
k141_19978	0	2.9097223
k141_4766	700.8269	75.74039
k141_4767	15.06015	51.390976
k141_19982	0	4.1144576
k141_4768	70.85246	133.08197
k141_9112	52.801235	180.63068
k141_19983	0	10.969925
k141_2649	170.36562	1252.9524
k141_4769	0	17.015152
k141_9113	2868.6145	1375.6984
k141_2650	37.98	393.2
k141_9114	0	3.279661
k141_19984	8.708054	540.20807
k141_4771	1.9675325	56.974026
k141_2651	389.787	103.67455
k141_19985	7.3909774	28.8797
k141_9115	92.23834	367.1399
k141_2652	81.00764	160.9084
k141_9116	175.71297	281.24075
k141_19987	21.938461	172.46153
k141_2654	1.9285715	216.48413
k141_2655	55.958084	241.38324
k141_4774	157	684.7624
k141_9117	67.268906	948.2101
k141_2656	3	35.545456
k141_4775	0.70610684	21.385496
k141_2657	0.91780823	4.712329
k141_19988	69.52701	164.03357
k141_11238	519.345	0
k141_19989	0	20
k141_2658	10.758794	51.34171
k141_19991	0	23.142857
k141_2661	0	2.6229508
k141_4776	17762.42	27542.398
k141_9118	182.80019	0
k141_4777	68.62916	256.555
k141_2662	0	12.092025
k141_4778	0	2.712766
k141_9119	182.61627	543.562
k141_9120	0	0
k141_2664	61.625954	518.46564
k141_19992	14.073636	39.93
k141_4780	524.8151	433.0212
k141_19993	25.894737	241.3985
k141_9121	126.55556	862.1111
k141_4781	42.227272	217.4697
k141_19994	65.96575	188.4315
k141_9122	7.5	43.257813
k141_19995	470.64816	780.12964
k141_19996	16.521236	25.401545
k141_2665	181.63661	1611.6182
k141_19997	1.2222222	2.994152
k141_2666	12.470149	113.910446
k141_13354	5.0318465	9.707535
k141_2667	71.56992	1127.5277
k141_13355	14.057971	12.536232
k141_11239	0	11.330157
k141_13356	2.3333333	22.904762
k141_2668	30.113022	152.00983
k141_11242	24.862068	137.82759
k141_11243	41.403507	150.3158
k141_2669	0	48.409092
k141_11246	48.59694	357.08673
k141_11247	21.137932	21.385057
k141_13357	2.0932026	11.542397
k141_9124	643.93396	0
k141_9125	13.563637	23.672728
k141_9126	52.171875	477.16406
k141_11250	104.175674	1644.4896
k141_11251	23	592.50745
k141_9127	51.182648	747.1918
k141_9128	25.05303	591.4545
k141_524	4.4398484	7.8949146
k141_11252	472.33722	1770.8287
k141_525	4.239011	40.824177
k141_526	1.5686275	30.424837
k141_9130	579.3318	0
k141_11253	66.451385	642.0833
k141_11255	5.825397	22.873016
k141_529	20.597702	85.36781
k141_9132	39.525116	460.97717
k141_9133	0.8825397	1.2761905
k141_531	3.9174664	1.4318618
k141_11256	0	7.440746
k141_532	1.9298246	16.45614
k141_9134	12.817073	12.894309
k141_533	14.924812	295.65414
k141_11257	0	4.3759212
k141_17856	0.20730874	21.739895
k141_9135	233.78157	837.3848
k141_11261	0	2.9322033
k141_11262	0.71666664	34.416668
k141_11263	0.89830506	76.47458
k141_9138	1.129771	261.29007
k141_9139	0	91.290596
k141_17860	0.2086331	4.98741
k141_9141	1.451613	29.989246
k141_17863	0	4.5037594
k141_534	1.547181	164.47063
k141_19998	11.862462	48.193092
k141_17864	70.29771	205.52672
k141_6622	701.45764	0.0049072527
k141_9142	121.72467	0
k141_17865	0	9.877551
k141_535	0.43160376	24.087265
k141_536	24.90566	37.90566
k141_11264	1.2431444	27.833637
k141_6623	0	6.388664
k141_6624	0	4.58
k141_11266	7.19403	161.53731
k141_17866	0	8.306452
k141_20000	3520.195	5367.3325
k141_9144	0	4.478896
k141_17867	3.83125	13.48125
k141_9145	6.1549296	17.78169
k141_6625	81.19927	1133.0688
k141_11267	175.05048	0
k141_17868	10.090225	326.5113
k141_6626	1	20.576923
k141_17869	0	24.788462
k141_11268	16.555555	35.788887
k141_11269	57.427082	396.375
k141_6628	53.015873	386.7037
k141_6629	20.27835	150.39175
k141_6630	128.94257	202.56657
k141_17870	503.13574	220.16165
k141_6631	18.26923	344.6154
k141_11271	192.66139	936.52045
k141_17871	95.764046	69.57304
k141_6632	4.255639	156.40602
k141_17872	27.907562	106.20168
k141_6633	21.621212	96.893936
k141_11273	1137.0435	167.21255
k141_17873	20.569893	132.1129
k141_11274	3.1969697	51.909092
k141_20001	2907.3577	1739.9485
k141_6634	11.513793	442.16208
k141_11275	3472.938	5619.93
k141_9146	2.3700926	13.506837
k141_17874	0	2.5031848
k141_9147	0.2361809	18.552763
k141_6638	22.583334	44.444443
k141_17875	2.7748692	127.319374
k141_9148	104.1145	692.8931
k141_20005	3.3448277	39.984325
k141_9149	11.75	64.42308
k141_20006	0.70183486	1.7614679
k141_17876	3.3225806	691.1613
k141_9150	0.41340783	65.21788
k141_9152	8.526316	289.2456
k141_537	3412.0476	2066.3018
k141_9153	15.753304	71.017624
k141_17877	4.3865438	14.766491
k141_9154	0	21.77907
k141_17878	19.431818	73.318184
k141_17879	55.446968	32
k141_9157	2.4577465	29.59859
k141_17880	35.720932	167.45581
k141_6639	190.78358	2225.6033
k141_17882	0	3.04
k141_9159	2113.4905	454.04263
k141_538	47.27745	729.61395
k141_9160	27.318682	33.9011
k141_6640	230.9012	711.58795
k141_9162	42.705585	407.0254
k141_6641	0	2.184669
k141_9163	14.545455	157.60606
k141_6643	1	15.037974
k141_6644	0.48387095	37.285713
k141_6645	19.730337	27.797752
k141_9168	3.34375	54.260418
k141_17884	1908.1232	1389.7345
k141_6646	218.66667	342.1949
k141_9169	21.702478	220.7686
k141_17885	11.648352	359.23077
k141_9171	198.69466	267.1832
k141_17886	0.20940171	33.71795
k141_11277	0	61.851665
k141_6648	0	3.0936968
k141_9175	2	36.65432
k141_11278	23.615385	68.01538
k141_9176	17.425287	164.86208
k141_6649	0	3.3954372
k141_17887	29.167028	688.4165
k141_11280	1.487324	1.3746479
k141_17888	0	2.936709
k141_13358	0.060695965	27.996477
k141_11282	2.9694657	270.0458
k141_6651	0	39.794117
k141_13359	58.086956	126.53623
k141_11283	32.20548	106.45206
k141_6652	0	107.46296
k141_9177	888.93225	770.19403
k141_13360	0	12.914286
k141_6653	59.54622	359.44537
k141_9178	4.915663	126.421684
k141_17889	5.1741934	244.25322
k141_4783	1.51496	24.67851
k141_11284	90.258965	406.91235
k141_6654	136.37724	248.0539
k141_9180	176.99342	1340.6514
k141_4784	72.293335	865.7733
k141_11285	1.3870968	9.219355
k141_9181	0	4.8176794
k141_6655	3.0635839	15.728324
k141_9182	10.113402	7.814433
k141_11286	0	5.183784
k141_6656	118.630226	647.5723
k141_17890	7.9973617	378.29156
k141_11287	0	4.153439
k141_9184	0	74.80741
k141_6657	6.0987654	140.01234
k141_17891	4.3636365	45.20779
k141_17892	10.756757	93.689186
k141_9185	2579.1812	4048.1733
k141_11288	95.061455	818.39105
k141_4785	2.0955336	141.2804
k141_6659	0	3.1710527
k141_11289	0	0.76623374
k141_4786	76.67424	188.02272
k141_9187	36.281105	89.31797
k141_6662	27.914286	228.60953
k141_11290	72.02381	176.5344
k141_9190	25.576086	209.92392
k141_6663	81.389244	213.79114
k141_4788	0	39.613964
k141_6664	21.838709	193.62903
k141_6665	50.105263	266.22556
k141_6666	0	4.4676805
k141_17894	2485.3213	874.5507
k141_9195	3643.8286	6070.6104
k141_6667	3.28	33.92
k141_9196	37.816566	267.56213
k141_17896	84.40151	439.04544
k141_11291	2652.9778	3010.9421
k141_4792	5505.2026	9071.544
k141_17897	28.814816	10.740741
k141_11292	22.595238	198.38095
k141_9197	97.25	210.42693
k141_9198	0.60493827	8.975308
k141_11293	48.209152	225.6732
k141_13361	14.313606	123.833084
k141_4795	0	9.519427
k141_11294	122.111115	201.45833
k141_9200	0	3.1830065
k141_13362	0	4.3543305
k141_9201	11.248804	102.11483
k141_11297	0	2.9429657
k141_9203	39.324074	56.787037
k141_13363	73.59274	0
k141_11298	224.84416	158.33116
k141_9204	19.45	198.58333
k141_11299	0	71.886795
k141_11300	36.42857	171.8797
k141_9206	13.217687	92.79592
k141_11302	157.11801	286.68945
k141_9207	0	61.070965
k141_9208	1.7356322	9.91954
k141_4796	3924.2788	6246.2285
k141_9209	17.051546	46.958763
k141_4798	1683.1243	2583.7144
k141_9210	59.243244	241.28572
k141_4799	18.310606	58.227272
k141_6668	0	51.793194
k141_4800	48.248466	187.11656
k141_17898	2747.9158	2972.144
k141_6669	142.6168	740.03894
k141_6671	0	3.911833
k141_6672	106.0506	1035.2217
k141_6673	81.974045	548.62805
k141_17899	0.11300448	179.57443
k141_6674	0	32.322834
k141_6675	16.072886	551.66473
k141_17900	4.301587	1.3809524
k141_13364	1397.5781	1014.38055
k141_13366	338.05304	218.69698
k141_13368	264.8421	562.04047
k141_13369	21.581396	24.267443
k141_13370	0	2.7014925
k141_13371	41.94186	141.94186
k141_13372	2.9746835	3.8481014
k141_4801	108.34745	1056.6421
k141_4802	1	24.181818
k141_6676	423.6791	441.62238
k141_6677	56.708073	113.440994
k141_6678	4.3350515	213.54124
k141_6679	12.6462345	623.55695
k141_15404	3665.6384	5812.447
k141_9214	3859.8496	6368.3438
k141_6680	0	2.329247
k141_15405	30.333334	468.0404
k141_6681	14.378788	413.0303
k141_6682	15.037037	11.45679
k141_9215	29.537573	305.4451
k141_9216	2547.3845	3669.7607
k141_6683	106.67427	1166.3892
k141_6684	0	3.6988847
k141_6685	54.426968	606.32587
k141_6686	2515.5583	3718.987
k141_6687	28.584906	291.98114
k141_9217	3168.3333	2202.2817
k141_6689	36.60173	509.72726
k141_6690	73.45	351.60455
k141_9218	59.324852	858.2126
k141_9219	0	2.6237113
k141_15407	3384.9517	902.7423
k141_6692	208.33867	1798.3691
k141_15408	17	185.8374
k141_15409	4.3820753	18.566038
k141_6695	0	11.676471
k141_9220	4.063927	1.0502284
k141_6696	30.506666	254.26666
k141_6697	2320.2803	4018.4766
k141_9221	104.20705	1398.5198
k141_9223	3788.4517	6357.9463
k141_17901	1.4625876	24.997759
k141_9224	244.05556	71.077774
k141_6698	0	4.204819
k141_6699	0.61538464	19.509615
k141_6700	0	9.278351
k141_17902	4.5147314	5.701906
k141_9226	178.42957	1356.1548
k141_6701	47.214287	153.18132
k141_9227	0	4.326437
k141_15411	168.0126	0
k141_9228	2.75573	6.9897466
k141_9229	32.27513	29.026455
k141_9230	331.28937	570.06384
k141_9231	0.97109824	2.0924857
k141_6703	1465.8862	866.73364
k141_6704	0	2.5313807
